El	O
equipo	O
de	O
Rubio	B-PER
no	O
pasó	O
del	O
empate	O
ante	O
el	O
Eibar	B-LOC
en	O
el	O
inicio	O
de	O
la	O
Liga	B-MISC
de	I-MISC
Segunda	I-MISC
División	I-MISC
.	O

-	O
-	O
Sí	O
,	O
hasta	O
que	O
el	O
negocio	O
empezó	O
a	O
matar	O
a	O
la	O
música	O
.	O

Sin	O
embargo	O
,	O
todavía	O
nadie	O
sabe	O
cómo	O
va	O
a	O
conseguir	O
el	O
rey	O
que	O
esta	O
reforma	O
no	O
le	O
ponga	O
en	O
su	O
contra	O
al	O
majzen	O
,	O
la	O
oligarquía	O
de	O
las	O
grandes	O
familias	O
que	O
lleva	O
disfrutando	O
de	O
todo	O
tipo	O
de	O
privilegios	O
desde	O
hace	O
siglos	O
.	O

Tras	O
comprobar	O
cómo	O
los	O
inmigrantes	O
lanzaban	O
una	O
tarta	O
a	O
Barrera	B-PER
,	O
que	O
no	O
le	O
alcanzó	O
,	O
la	O
policía	O
formó	O
un	O
cordón	O
entre	O
éste	O
y	O
el	O
grupo	O
que	O
le	O
abucheaba	O
,	O
que	O
intentaba	O
seguirle	O
en	O
su	O
recorrido	O
por	O
la	O
Rambla	B-LOC
.	O

Según	O
otras	O
opiniones	O
,	O
ha	O
sido	O
la	O
incapacidad	O
de	O
Occidente	B-ORG
para	O
comprender	O
lo	O
que	O
realmente	O
pasaba	O
y	O
podía	O
pasar	O
en	O
Rusia	B-ORG
si	O
se	O
la	O
dejaba	O
a	O
su	O
aire	O
satisfaciendo	O
los	O
intereses	O
de	O
las	O
corruptas	O
élites	O
poscomunistas	O
,	O
a	O
cambio	O
de	O
eliminar	O
por	O
un	O
tiempo	O
a	O
Moscú	B-ORG
de	O
la	O
actividad	O
internacional	O
.	O

La	B-ORG
2	I-ORG
retoma	O
hoy	O
(	O
00.15	B-DATE
horas	I-DATE
)	O
el	O
tema	O
con	O
la	O
emisión	O
de	O
un	O
documental	O
de	O
dos	O
capítulos	O
de	O
Antonio	B-PER
Drove	I-PER
,	O
director	O
de	O
filmes	O
como	O
La	B-MISC
verdad	I-MISC
sobre	I-MISC
el	I-MISC
caso	I-MISC
Savolta	I-MISC
(	O
1979	B-DATE
)	O
.	O

"	O
Estoy	O
harto	O
de	O
esta	O
situación	O
y	O
de	O
hablar	O
de	O
mi	O
futuro	O
.	O
Tengo	O
contrato	O
hasta	O
el	O
2.000	B-DATE
y	O
no	O
hay	O
que	O
darle	O
más	O
vueltas	O
"	O
,	O
señaló	O
el	O
madridista	O
.	O

En	O
principio	O
,	O
los	O
gobiernos	O
mexicano	O
y	O
español	O
dudan	O
de	O
que	O
ETA	B-ORG
coopere	O
con	O
el	O
Ejército	B-ORG
Zapatista	I-ORG
de	I-ORG
Liberación	I-ORG
Nacional	I-ORG
(	O
EZLN	B-ORG
)	O
,	O
pese	O
a	O
que	O
un	O
informe	O
desclasificado	O
del	O
Pentágono	B-ORG
apunta	O
esa	O
conexión	O
.	O

Peor	O
pronóstico	O
tiene	O
Quique	B-PER
de	I-PER
Lucas	I-PER
,	O
que	O
puede	O
estar	O
dos	O
semanas	O
de	O
baja	O
por	O
el	O
esguince	O
que	O
se	O
produjo	O
ayer	O
en	O
el	O
tobillo	O
del	O
pie	O
izquierdo	O
.	O

Costa	B-PER
,	O
que	O
hoy	O
rubricó	O
con	O
un	O
excelente	O
resto	O
el	O
`	O
break	O
`	O
que	O
encarriló	O
el	O
triunfo	O
español	O
nada	O
más	O
reanudarse	O
el	O
juego	O
esta	O
mañana	O
después	O
de	O
la	O
suspensión	O
del	O
partido	O
el	O
Martes	B-DATE
,	O
afirmó	O
que	O
ese	O
golpe	O
de	O
derecha	O
"	O
ha	O
salido	O
gracias	O
a	O
la	O
motivación	O
"	O
de	O
ambos	O
y	O
a	O
que	O
estaban	O
"	O
muy	O
unidos	O
"	O
.	O

Casada	O
con	O
un	O
andaluz	O
de	O
Jaén	B-LOC
,	O
Joan	B-PER
Andreu	I-PER
,	O
tiene	O
una	O
hija	O
de	O
13	B-NUM
años	O
y	O
un	O
primo	O
guardia	O
civil	O
.	O

El	O
día	O
anterior	O
,	O
el	O
directivo	O
Gonçal	B-PER
Lloveras	I-PER
se	O
reafirmó	O
en	O
su	O
opinión	O
de	O
que	O
Rexach	B-PER
debía	O
haber	O
sido	O
destituido	O
,	O
observación	O
que	O
ya	O
le	O
había	O
valido	O
una	O
reprimenda	O
pública	O
de	O
Gaspart	B-PER
.	O

Su	O
admisión	O
volvió	O
a	O
generar	O
preguntas	O
sobre	O
el	O
pasado	O
del	O
político	O
,	O
quien	O
ha	O
evitado	O
decir	O
con	O
claridad	O
si	O
consumió	O
en	O
el	O
pasado	O
drogas	O
,	O
aunque	O
sí	O
asegura	O
que	O
no	O
lo	O
ha	O
hecho	O
en	O
los	O
últimos	O
25	B-NUM
años	O
.	O

En	O
un	O
intento	O
mediador	O
,	O
el	O
representante	O
de	O
la	O
política	O
exterior	O
y	O
de	O
seguridad	O
de	O
la	O
Unión	B-ORG
Europea	I-ORG
(	O
UE	B-ORG
)	O
,	O
Javier	B-PER
Solana	I-PER
,	O
se	O
reunió	O
por	O
separado	O
con	O
Barak	B-PER
y	O
Arafat	B-PER
.	O

Las	O
voces	O
contra	O
la	O
continuidad	O
de	O
Carles	B-PER
Rexach	I-PER
empiezan	O
a	O
subir	O
de	O
tono	O
y	O
a	O
oírse	O
con	O
más	O
frecuencia	O
.	O

Al	O
contrario	O
.	O

Una	O
avalancha	O
puede	O
enterrar	O
un	O
pueblo	O
entero	O
en	O
unos	O
segundos	O
,	O
arrancar	O
árboles	O
y	O
destruir	O
edificios	O
a	O
su	O
paso	O
.	O

Las	O
acciones	O
que	O
acumularon	O
las	O
principales	O
ganancias	O
fueron	O
las	O
de	O
GINSEG	B-ORG
A	I-ORG
con	O
6,25	B-NUM
por	I-NUM
ciento	I-NUM
,	O
BACHOCO	B-ORG
UBL	I-ORG
con	O
3,51	B-NUM
por	I-NUM
ciento	I-NUM
,	O
y	O
DUTY	B-ORG
con	O
2,56	B-NUM
por	I-NUM
ciento	I-NUM
.	O

Código	B-MISC
natural	I-MISC
se	O
centra	O
en	O
la	O
vida	O
de	O
dos	O
hermanos	O
que	O
comparten	O
la	O
paternidad	O
de	O
la	O
hija	O
de	O
uno	O
de	O
ellos	O
y	O
las	O
relaciones	O
que	O
tienen	O
con	O
una	O
mujer	O
del	O
lugar	O
,	O
con	O
una	O
prostituta	O
rusa	O
y	O
dos	O
forasteros	O
que	O
llegan	O
al	O
pueblo	O
y	O
siembran	O
la	O
discordia	O
.	O

Podemos	O
enfrentarnos	O
con	O
todas	O
estas	O
realidades	O
,	O
darles	O
la	O
relación	O
que	O
del	O
índice	O
se	O
desprende	O
y	O
comentar	O
(	O
o	O
discutir	O
,	O
si	O
al	O
caso	O
viene	O
)	O
lo	O
que	O
el	O
autor	O
nos	O
ofrece	O
.	O

El	O
jefe	O
del	O
Ejecutivo	B-ORG
español	O
,	O
ante	O
la	O
insistencia	O
del	O
PSOE	B-ORG
de	O
firmar	O
un	O
pacto	O
escrito	O
con	O
el	O
Gobierno	B-ORG
en	O
materia	O
de	O
lucha	O
antiterrorista	O
,	O
dijo	O
que	O
es	O
"	O
absolutamente	O
partidario	O
"	O
del	O
entendimiento	O
más	O
estable	O
y	O
profundo	O
con	O
los	O
socialistas	O
en	O
esa	O
materia	O
.	O

La	O
Junta	B-ORG
considera	O
,	O
según	O
dijo	O
,	O
que	O
esta	O
circunstancia	O
supone	O
una	O
causa	O
de	O
incumplimiento	O
grave	O
de	O
las	O
condiciones	O
estipuladas	O
en	O
la	O
concesión	O
de	O
la	O
licencia	O
y	O
agregó	O
que	O
ahora	O
son	O
los	O
tribunales	O
los	O
que	O
tienen	O
que	O
decidir	O
al	O
respecto	O
,	O
ya	O
que	O
,	O
a	O
diferencia	O
de	O
lo	O
manifestado	O
por	O
Acedo	B-PER
,	O
la	O
suspensión	O
provisional	O
del	O
acuerdo	O
del	O
Gobierno	B-ORG
extremeño	O
por	O
parte	O
del	O
TSJEX	B-ORG
no	O
supone	O
que	O
el	O
alcalde	O
de	O
Mérida	B-LOC
tenga	O
la	O
razón	O
.	O

Rusia	B-ORG
e	O
Italia	B-ORG
protagonizarán	O
el	O
otro	O
duelo	O
.	O

Los	O
números	O
rojos	O
del	O
primer	O
trimestre	O
habrían	O
sido	O
aún	O
peores	O
de	O
no	O
ser	O
por	O
la	O
favorable	O
evolución	O
de	O
marzo	B-DATE
,	O
mes	O
que	O
se	O
saldó	O
con	O
un	O
déficit	O
de	O
51.800	B-NUM
millones	O
,	O
un	O
65%	B-NUM
inferior	O
al	O
de	O
1998	B-DATE
.	O

A	O
Tamudo	B-PER
le	O
gustaría	O
enfrentarse	O
al	O
Mérida	B-LOC
si	O
elimina	O
al	O
Real	B-ORG
Madrid	I-ORG
esta	O
noche	O
y	O
prefiere	O
al	O
Barcelona	B-LOC
o	O
al	O
Real	B-ORG
Madrid	I-ORG
en	O
la	O
final	O
.	O

Una	O
vez	O
en	O
la	O
capital	O
iraní	O
,	O
regresarán	O
a	O
España	B-LOC
en	O
cuanto	O
puedan	O
,	O
a	O
última	O
hora	O
de	O
hoy	O
o	O
mañana	O
.	O

El	O
amarillismo	O
es	O
imparcial	O
.	O

Y	O
encima	O
voy	O
y	O
me	O
entero	O
de	O
que	O
es	O
barato	O
.	O

Un	O
mal	O
poeta	O
escribió	O
que	O
"	O
el	O
silencio	O
es	O
la	O
voz	O
del	O
alma	O
"	O
.	O

Con	O
la	O
regulación	O
de	O
la	O
temperatura	O
interna	O
como	O
cometido	O
básico	O
para	O
garantizar	O
su	O
supervivencia	O
,	O
la	O
piel	O
que	O
presentan	O
hoy	O
día	O
los	O
animales	O
,	O
ya	O
sea	O
gruesa	O
,	O
áspera	O
,	O
fina	O
,	O
delicada	O
,	O
vistosa	O
;	O
compuesta	O
de	O
pelo	O
,	O
lana	O
,	O
plumas	O
,	O
cerdas	O
,	O
escamas	O
,	O
caparazones	O
,	O
etcétera	O
,	O
no	O
es	O
tan	O
completa	O
ni	O
evolucionada	O
como	O
la	O
del	O
ser	O
humano	O
.	O

LAS	O
CONSECUENCIAS	O
.	O

Aún	O
así	O
,	O
cada	O
vez	O
son	O
más	O
los	O
agentes	O
de	O
divisas	O
que	O
creen	O
que	O
lo	O
peor	O
para	O
la	O
divisa	O
europea	O
ya	O
ha	O
pasado	O
y	O
que	O
su	O
apreciación	O
puede	O
continuar	O
,	O
aunque	O
con	O
algunos	O
retrocesos	O
provisionales	O
.	O

Desde	O
ese	O
día	O
,	O
nadie	O
ha	O
ganado	O
al	O
conjunto	O
verde	O
,	O
pese	O
a	O
que	O
por	O
Atenas	B-LOC
han	O
pasado	O
Manchester	B-ORG
United	I-ORG
(	O
1-1	B-NUM
)	O
,	O
Slavia	B-ORG
de	I-ORG
Praga	I-ORG
(	O
1-0	B-NUM
)	O
,	O
Mallorca	B-ORG
(	O
2-0	B-NUM
)	O
,	O
Arsenal	B-ORG
(	O
1-0	B-NUM
)	O
,	O
Schalke	B-ORG
04	B-NUM
(	O
2-0	B-NUM
)	O
,	O
Oporto	B-ORG
(	O
0-0	B-NUM
)	O
,	O
Sparta	B-ORG
de	I-ORG
Praga	I-ORG
(	O
2-1	B-NUM
)	O
y	O
Real	B-ORG
Madrid	I-ORG
(	O
2-2	B-NUM
)	O
.	O

Alargaba	O
el	O
brazo	O
izquierdo	O
para	O
coger	O
una	O
taza	O
del	O
estante	O
superior	O
del	O
armario	O
cuando	O
le	O
sacudió	O
un	O
violento	O
acceso	O
de	O
tos	O
,	O
el	O
tributo	O
del	O
que	O
había	O
creído	O
poder	O
escapar	O
impune	O
aquella	O
mañana	O
.	O

Paso	O
a	O
paso	O
,	O
se	O
asoma	O
orgulloso	O
a	O
la	O
élite	O
,	O
sin	O
preguntar	O
por	O
quién	O
tiene	O
delante	O
.	O

Añadió	O
que	O
,	O
ante	O
esta	O
decisión	O
,	O
tanto	O
el	O
ministro	O
de	O
Fomento	B-ORG
y	O
diputado	O
por	O
Asturias	B-LOC
,	O
Francisco	B-PER
Alvarez-Cascos	I-PER
,	O
como	O
el	O
presidente	O
del	O
PP	B-ORG
en	O
el	O
Principado	B-LOC
,	O
Ovidio	B-PER
Sánchez	I-PER
,	O
deben	O
dar	O
explicaciones	O
de	O
"	O
por	O
qué	O
se	O
erigieron	O
en	O
los	O
principales	O
valedores	O
"	O
de	O
la	O
OPA	B-MISC
presentada	O
por	O
Unión	B-ORG
Fenosa	I-ORG
sobre	O
HC	B-ORG
.	O

Desde	O
horas	O
tempranas	O
se	O
ha	O
producido	O
un	O
éxodo	O
de	O
ciudadanos	O
hacia	O
las	O
distintas	O
provincias	O
,	O
en	O
las	O
que	O
les	O
corresponde	O
votar	O
,	O
según	O
pudo	O
observar	O
EFE	B-ORG
.	O

En	O
España	B-LOC
podemos	O
traer	O
de	O
fuera	O
grandes	O
pívots	O
.	O

En	O
el	O
conjunto	O
de	O
España	B-LOC
,	O
las	O
89	B-NUM
oficinas	O
del	O
euro	O
instaladas	O
por	O
la	O
red	O
de	O
cámaras	O
de	O
comercio	O
han	O
atendido	O
4.000	B-NUM
llamadas	O
de	O
usuarios	O
en	O
las	O
que	O
sobre	O
todo	O
se	O
expresaron	O
quejas	O
porque	O
la	O
demanda	O
de	O
euros	O
desbordó	O
las	O
previsiones	O
.	O

Ibarretxe	B-PER
añadió	O
que	O
si	O
EH	B-ORG
cumple	O
esta	O
premisa	O
el	O
pacto	O
será	O
"	O
válido	O
"	O
y	O
un	O
"	O
activo	O
"	O
para	O
la	O
pacificación	O
y	O
que	O
si	O
no	O
la	O
cumple	O
el	O
Gobierno	B-ORG
Vasco	I-ORG
buscará	O
los	O
apoyos	O
de	O
otros	O
grupos	O
para	O
sacar	O
adelante	O
sus	O
iniciativas	O
en	O
la	O
Cámara	B-ORG
.	O

Con	O
Antonio	B-PER
en	O
casa	O
siempre	O
había	O
algún	O
quehacer	O
:	O
servirle	O
la	O
comida	O
,	O
prepararle	O
las	O
hierbas	O
digestivas	O
,	O
abrirle	O
la	O
cama	O
,	O
vigilar	O
la	O
hora	O
para	O
despertarle	O
puntualmente	O
,	O
hacerle	O
el	O
café	O
de	O
después	O
de	O
levantarse	O
(	O
americano	O
,	O
en	O
vaso	O
,	O
caliente	O
en	O
invierno	O
y	O
con	O
hielo	O
en	O
verano	O
)	O
,	O
cepillarle	O
las	O
solapas	O
,	O
que	O
siempre	O
las	O
traía	O
puercas	O
de	O
caspa	O
,	O
y	O
muchas	O
veces	O
,	O
incluso	O
,	O
dar	O
una	O
mano	O
de	O
betún	O
a	O
los	O
zapatos	O
.	O

Aun	O
cuando	O
estaba	O
programado	O
que	O
esta	O
medida	O
fuera	O
obligatoria	O
a	O
partir	O
de	O
1	B-DATE
de	I-DATE
enero	I-DATE
del	I-DATE
2001	I-DATE
,	O
transcurrido	O
el	O
período	O
transitorio	O
de	O
adaptación	O
,	O
la	O
dificultad	O
de	O
su	O
puesta	O
en	O
práctica	O
-	O
-	O
denunciada	O
tanto	O
por	O
las	O
centrales	O
sindicales	O
como	O
por	O
la	O
patronal	O
-	O
-	O
ha	O
llevado	O
a	O
reconsiderar	O
la	O
postura	O
del	O
legislador	O
,	O
concediendo	O
una	O
moratoria	O
hasta	O
el	O
26	B-DATE
de	I-DATE
noviembre	I-DATE
del	I-DATE
año	I-DATE
2002	I-DATE
,	O
sin	O
que	O
ello	O
suponga	O
un	O
cambio	O
del	O
criterio	O
sostenido	O
;	O
o	O
sea	O
,	O
que	O
se	O
atrasa	O
el	O
cumplimiento	O
de	O
la	O
obligación	O
,	O
pero	O
no	O
ésta	O
desaparece	O
.	O

Aerolíneas	B-ORG
fue	O
comprada	O
por	O
Iberia	B-ORG
a	O
principios	O
de	O
los	O
90	B-DATE
en	O
la	O
privatización	O
más	O
controvertida	O
del	O
Gobierno	B-ORG
de	O
Carlos	B-PER
Menem	I-PER
.	O

ALIVIO	O
DEL	O
MENOR	O
.	O

El	O
diputado	O
socialista	O
estimó	O
,	O
en	O
estas	O
declaraciones	O
radiofónicas	O
,	O
que	O
el	O
"	O
desencuentro	O
"	O
entre	O
el	O
presidente	O
del	O
Gobierno	B-ORG
,	O
José	B-PER
María	I-PER
Aznar	I-PER
,	O
e	O
Ibarrexte	B-PER
,	O
"	O
se	O
esperaba	O
"	O
y	O
"	O
viene	O
a	O
materializar	O
la	O
ruptura	O
del	O
PNV	B-ORG
"	O
.	O

No	O
es	O
normal	O
que	O
un	O
jugador	O
de	O
élite	O
como	O
él	O
,	O
que	O
suele	O
acampar	O
entre	O
los	O
20	B-NUM
primeros	O
del	O
ranking	O
,	O
sea	O
eliminado	O
en	O
primera	O
ronda	O
las	O
cinco	O
veces	O
que	O
ha	O
competido	O
en	O
las	O
pistas	O
neoyorquinas	O
.	O

La	O
elección	O
de	O
José	B-PER
Luis	I-PER
Bermejo	I-PER
completa	O
una	O
serie	O
de	O
cambios	O
que	O
se	O
han	O
sucedido	O
durante	O
las	O
últimas	O
semanas	O
al	O
frente	O
de	O
varias	O
Comisiones	B-ORG
del	I-ORG
Congreso	I-ORG
para	O
sustituir	O
a	O
diputados	O
que	O
han	O
sido	O
designados	O
para	O
ocupar	O
cargo	O
en	O
empresas	O
públicas	O
o	O
que	O
han	O
optado	O
por	O
renunciar	O
a	O
la	O
actividad	O
política	O
para	O
dedicarse	O
a	O
la	O
empresa	O
privada	O
.	O

La	O
fusión	O
de	O
las	O
divisiones	O
de	O
ciencias	O
de	O
la	O
vida	O
significará	O
unos	O
ahorros	O
de	O
unos	O
171.600	B-NUM
millones	O
de	O
pesetas	B-NUM
durante	O
los	O
próximos	O
tres	O
años	O
.	O

No	O
obstante	O
,	O
sometidos	O
a	O
un	O
dopado	O
oxidante	O
muestran	O
a	O
menudo	O
aumentos	O
sustanciales	O
de	O
la	O
conductividad	O
.	O

Gerrie	B-PER
Bezuidenhoud	I-PER
,	O
experto	O
laborista	O
de	O
la	O
Cámara	B-ORG
Sudafricana	I-ORG
de	I-ORG
Comercio	I-ORG
(	O
SACOB	B-ORG
según	O
sus	O
siglas	O
en	O
inglés	O
)	O
,	O
apunta	O
por	O
su	O
parte	O
que	O
"	O
la	O
idea	O
que	O
subyace	O
detrás	O
de	O
todas	O
las	O
recientes	O
leyes	O
laborales	O
es	O
correcta	O
,	O
como	O
las	O
que	O
determinan	O
el	O
desarrollo	O
y	O
la	O
capacitación	O
de	O
cada	O
empleado	O
,	O
así	O
como	O
la	O
igualdad	O
en	O
los	O
lugares	O
de	O
trabajo	O
"	O
.	O

En	O
el	O
segundo	O
,	O
siguió	O
por	O
el	O
mismo	O
camino	O
,	O
sin	O
dar	O
tregua	O
a	O
la	O
defensa	O
azulgrana	O
.	O

Me	O
preguntan	O
:	O
¿	O
Qué	O
os	O
pasa	O
ahora	O
con	O
esto	O
de	O
los	O
MIR	B-MISC
?	O
,	O
¿	O
quién	O
tiene	O
la	O
razón	O
en	O
esta	O
polémica	O
?	O
,	O
¿	O
cuál	O
es	O
tu	O
opinión	O
?	O
Y	O
constato	O
inmediatamente	O
que	O
la	O
población	O
no	O
conoce	O
bien	O
el	O
problema	O
.	O

Algunas	O
fuentes	O
barajan	O
la	O
posibilidad	O
de	O
que	O
se	O
haga	O
cargo	O
de	O
Paral.lel	B-MISC
,	O
espacio	O
de	O
Canal	B-MISC
33	I-MISC
que	O
hasta	O
finales	O
del	O
pasado	O
mes	B-DATE
de	I-DATE
mayo	I-DATE
presentaba	O
y	O
dirigía	O
Jaume	B-PER
